pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraforming_score
Kepler-275 b,2.34,6.08,10.300682,1015.0,6165.0,1.19,1.38,0.08,407.5,83.2,1.110380597560085,61.03805975600849,139,183
Kepler-23 d,2.206,4.44,15.27,896.0,5828.0,1.08,1.55,-0.112,348.0,75.52,0.9123720110569624,41.23720110569624,118,157
Kepler-167 e,10.16,321.00669,1071.23205,134.4,4884.0,0.78,0.75,0.02,-32.8,80.80000000000001,3.1097585288920575,260.9758528892057,68,136
Kepler-409 b,1.199,6.0,68.9583216,438.0,5421.0,0.91,0.9,0.05,119.0,82.0,4.173619801321785,367.36198013217853,128,146
Kepler-414 b,1.71,3.5,4.7,1024.0,5536.0,0.89,0.95,0.18,412.0,87.20000000000002,1.1969494887315757,69.69494887315757,143,180
Kepler-327 d,1.73,3.64,13.969457,387.0,3799.0,0.59,0.49,-0.2,93.5,72.0,1.216211701025761,71.62117010257609,59,73
Kepler-904 b,1.77,3.78,3.02166863,1332.0,6160.0,1.16,1.25,0.05,566.0,82.0,1.2065498419994254,70.65498419994253,180,229
Kepler-622 b,2.13,5.18,14.28226676,446.0,4201.0,0.64,0.61,-0.09,123.0,76.4,1.1417487711873748,64.17487711873748,67,86
Kepler-901 b,1.37,2.45,3.51749439,704.0,4184.0,0.59,0.57,-0.3,252.0,68.0,1.3053439181629283,80.53439181629282,100,120
Kepler-53 c,3.17,36.0,38.5583038,550.0,5858.0,0.98,0.89,0.0,175.0,80.0,3.5824816646598134,308.24816646598134,129,166
Kepler-352 c,1.24,2.07,16.332995,591.0,5212.0,0.8,0.78,-0.11,195.5,75.6,1.3462539021852236,84.62539021852236,88,110
GJ 143 b,2.61,22.7,35.61253,422.0,4640.0,0.73,0.7,0.003,111.00000000000001,80.12,3.3323057500623894,283.23057500623895,108,132
HD 23472 b,2.0,8.32,17.667087,543.0,4684.0,0.67,0.71,-0.2,171.5,72.0,2.08,158.0,96,119
TOI-1136 c,2.879,6.32,6.2574,1062.0,5770.0,1.02,0.97,0.07,430.99999999999994,82.8,0.7624892910671364,26.248929106713636,138,185
TOI-1601 b,14.199,387.0,5.33175,1493.97161272,5982.0,1.51,2.2,0.343,646.98580636,93.72,1.919532398336542,141.9532398336542,218,352
K2-324 b,2.43,6.48,3.262,707.0,3752.0,0.52,0.51,0.014262971257932062,253.5,80.57051885031727,1.0973936899862826,59.739368998628265,99,125
K2-219 b,1.348,2.38,3.901287,912.5307146386988,5753.0,1.02,1.19,0.13,356.2653573193494,85.2,1.309776435470947,80.97764354709469,131,164
NGTS-9 b,11.994,921.707,4.43527,1448.0,6330.0,1.34,1.38,0.31,624.0,92.4,6.407148602370776,590.7148602370776,302,422
Kepler-1190 b,1.33,2.33,10.45843441,609.0,4730.0,0.76,0.72,-0.02,204.5,79.2,1.3172027813895641,81.72027813895642,91,112
Kepler-1716 b,2.425,6.46,35.58100128,408.0,4894.0,0.75,0.68,-0.24,104.0,70.39999999999999,1.0985226910404933,59.85226910404933,59,83
Kepler-1726 b,2.509,6.84,18.39629936,582.0,5316.0,0.88,0.8,0.0,191.0,80.0,1.0865626669458264,58.65626669458264,83,114
Kepler-173 c,2.43,6.48,8.005777,956.0,6031.0,1.07,0.95,0.036,378.0,81.44,1.0973936899862826,59.739368998628265,131,174
Kepler-1698 b,1.073,1.25,1.2107,1351.0,4975.03,0.82,0.74,0.08,575.5,83.2,1.0857018280613102,58.57018280613102,181,219
Kepler-1809 b,1.513,2.9,3.7572999,877.0,4901.0,0.81,0.72,0.04,338.5,81.60000000000001,1.2668352576852124,76.68352576852125,124,154
Kepler-1206 b,1.64,3.33,1.21699766,1314.0,4877.0,0.8,0.75,0.07,557.0,82.8,1.238102320047591,73.81023200475909,179,220
Kepler-660 b,2.57,7.13,9.27358194,649.0,4779.0,0.75,0.71,-0.07,224.5,77.2,1.0795015821587006,57.95015821587006,91,121
Kepler-124 c,1.75,3.71,13.821375,560.0,4984.0,0.71,0.64,-0.46,180.0,61.6,1.2114285714285715,71.14285714285715,78,102
Kepler-1245 b,1.44,2.67,4.35409304,1043.0,5306.0,0.86,0.83,-0.01,421.5,79.60000000000001,1.2876157407407407,78.76157407407408,145,180
Kepler-623 b,3.01,9.32,9.07097734,825.0,5443.0,0.9,0.86,-0.03,312.5,78.8,1.0286862175914175,52.86862175914175,112,153
Kepler-1261 b,2.26,5.73,48.4308991,396.0,5006.0,0.82,0.77,0.03,98.0,81.19999999999999,1.121857623932963,62.185762393296294,61,84
HD 160691 e,5.736252784918595,2224.79885,307.9,912.5307146386988,5773.0,1.13,1.33,0.28,356.2653573193494,91.20000000000002,67.61361996833978,6711.361996833977,1459,1521
Kepler-107 b,1.536,3.8,3.1800218,1592.0,5854.0,1.24,1.45,0.321,696.0,92.84000000000002,1.610649956597222,111.06499565972221,224,275
Kepler-1066 b,2.36,6.17,1.93155984,1290.0,5762.0,0.98,0.98,-0.03,545.0,78.8,1.1077994829072106,60.779948290721066,172,222
Kepler-1600 c,1.942,4.43,7.29804993,786.0,5119.0,0.82,0.83,0.1,293.0,84.00000000000001,1.1746413234044766,67.46413234044766,112,143
Kepler-1616 b,1.02,1.04,6.76284377,1337.0,6266.0,1.21,1.34,0.02,568.5,80.80000000000001,0.9996155324875049,49.96155324875049,176,221
Kepler-1618 b,1.26,2.13,6.10826019,1267.0,6620.0,1.41,1.65,0.04,533.5,81.60000000000001,1.3416477702191987,84.16477702191986,175,220
Kepler-1869 c,0.74,0.33,1.7168283,1455.0,5808.0,0.99,0.9,-0.06,627.5,77.60000000000001,0.6026296566837108,10.262965668371082,182,225
Kepler-1928 b,1.992,4.63,19.57783,621.0,5720.0,1.01,0.92,0.12,210.5,84.80000000000001,1.166815857808745,66.68158578087451,91,121
Kepler-180 b,1.5,2.86,13.817124,781.0,5731.0,0.95,1.06,0.03,290.5,81.19999999999999,1.271111111111111,77.11111111111111,112,143
Kepler-196 b,1.9,4.27,20.739886,536.0,5128.0,0.84,0.78,0.03,168.0,81.19999999999999,1.182825484764543,68.2825484764543,80,104
Kepler-194 d,2.4,6.35,52.814973,562.0,6089.0,0.94,1.03,-0.03,181.0,78.8,1.1024305555555556,60.24305555555556,81,114
Kepler-320 b,1.14,1.55,8.371554,1292.0,6435.0,1.07,1.11,-0.123,546.0,75.08,1.192674669128963,69.2674669128963,173,218
Kepler-1265 b,1.35,2.39,6.49441289,732.0,4630.0,0.71,0.69,-0.1,266.0,76.0,1.3113854595336076,81.13854595336076,106,129
Kepler-661 b,3.07,9.64,6.02930132,678.0,4483.0,0.7,0.67,-0.05,239.0,78.0,1.0228225233158974,52.28225233158974,94,126
Kepler-256 d,2.48,6.71,5.839172,1097.0,5551.0,1.04,1.3,0.26,448.50000000000006,90.39999999999999,1.0909859521331946,59.09859521331946,151,195
Kepler-268 c,3.38,11.4,83.446393,471.0,6081.0,1.11,1.27,0.001,135.5,80.04,0.997864220440461,49.7864220440461,68,105
Kepler-269 c,1.69,3.5,8.127899,875.0,5847.0,0.92,0.96,0.4,337.5,96.0,1.2254472882602152,72.54472882602153,128,162
Kepler-467 b,2.25,5.69,24.99324193,712.0,5809.0,1.05,1.37,0.06,256.0,82.4,1.1239506172839506,62.39506172839506,101,136
Kepler-474 b,3.06,9.59,5.66067294,1115.0,5785.0,0.99,1.08,-0.01,457.5,79.60000000000001,1.0241787346746978,52.417873467469775,149,199
Kepler-169 b,1.13,1.51,3.250619,962.0,4997.0,0.83,0.76,0.17,381.0,86.8,1.1825514918944322,68.25514918944322,135,164
Kepler-1282 b,1.55,3.02,2.13194651,1418.0,5504.0,0.92,0.89,0.01,609.0,80.39999999999999,1.2570239334027054,75.70239334027053,192,237
Kepler-217 b,2.23,5.6,5.374943,1413.0,6171.0,1.34,1.8,-0.07,606.5,77.2,1.1261034808662953,62.61034808662953,187,241
Kepler-216 c,3.04,9.48,17.406669,814.0,6091.0,1.13,1.26,-0.149,307.0,74.03999999999999,1.0257963988919667,52.57963988919667,109,154
Kepler-259 c,2.7,7.75,36.924931,530.0,5938.0,0.87,0.9,-0.09,165.0,76.4,1.063100137174211,56.3100137174211,75,109
Kepler-264 b,3.33,11.1,40.806231,772.0,6158.0,1.43,1.55,0.047,286.0,81.88000000000001,1.0010010010010009,50.100100100100086,106,151
Kepler-265 b,1.86,4.12,6.846262,1022.0,5835.0,0.97,1.1,-0.11,411.00000000000006,75.6,1.1908891201294947,69.08891201294946,139,179
Kepler-662 b,2.18,5.39,21.67697486,530.0,4897.0,0.79,0.74,-0.03,165.0,78.8,1.1341637909266895,63.41637909266895,78,103
TOI-1820 b,12.778,731.00534,4.860674,1375.0,5734.0,1.04,1.51,0.14,587.5,85.60000000000001,4.47707924881945,397.707924881945,252,373
Kepler-1173 b,0.89,0.64,0.7698536,1650.0,5252.0,0.86,0.82,0.0,725.0,80.0,0.8079787905567479,30.79787905567479,211,258
Kepler-1228 b,1.54,2.99,0.57736958,1757.0,5063.0,0.78,0.74,-0.18,778.5,72.8,1.260752234778209,76.0752234778209,232,284
Kepler-1276 b,1.19,1.81,12.5720095,886.0,6188.0,1.14,1.21,-0.02,343.0,79.2,1.2781583221523904,77.81583221523904,125,159
Kepler-1278 b,1.01,1.01,3.23941344,1213.0,6074.0,1.11,1.16,0.02,506.50000000000006,80.80000000000001,0.9900990099009901,49.00990099009901,161,201
Kepler-1280 b,1.87,4.16,66.5579057,757.0,6227.0,1.2,1.32,0.04,278.5,81.60000000000001,1.1896250965140551,68.96250965140551,108,143
Kepler-481 b,2.5,6.8,10.06082567,899.0,5802.0,1.01,1.09,0.03,349.5,81.19999999999999,1.088,58.80000000000001,123,164
Kepler-487 c,2.68,7.65,38.6519976,487.0,5444.0,0.91,0.88,0.0,143.5,80.0,1.0651035865448875,56.51035865448875,71,101
Kepler-1292 b,1.82,3.97,3.27646405,1195.0,5556.0,0.95,0.93,0.08,497.49999999999994,83.2,1.1985267479772974,69.85267479772975,163,206
Kepler-134 b,2.0,4.66,5.317429,1105.0,5983.0,0.96,1.18,-0.207,452.50000000000006,71.72,1.165,66.5,148,192
Kepler-1316 b,3.54,12.3,87.9732136,446.0,5884.0,1.04,1.12,0.03,123.0,81.19999999999999,0.9815187206741358,48.15187206741358,65,102
Kepler-132 e,1.18,1.76,110.2869374,414.0,6023.0,1.03,1.1,-0.13,107.0,74.8,1.2640045963803506,76.40045963803506,64,86
Kepler-659 b,2.5,6.8,17.671796,513.0,4870.0,0.79,0.74,0.02,156.5,80.80000000000001,1.088,58.80000000000001,75,102
Kepler-341 e,1.99,4.62,42.473269,539.0,6012.0,0.98,1.02,0.07,169.5,82.8,1.1666372061311583,66.66372061311583,81,110
Kepler-707 b,1.33,2.33,2.23749275,1160.0,5099.0,0.8,0.76,-0.12,480.0,75.2,1.3172027813895641,81.72027813895642,159,195
Kepler-286 b,1.24,2.07,1.796302,1367.0,5580.0,0.83,0.86,-0.25,583.5,70.0,1.3462539021852236,84.62539021852236,184,227
Kepler-277 b,2.92,87.3,17.324,964.0,5946.0,1.12,1.69,0.09,382.0,83.6,10.238787765059111,973.8787765059111,315,361
Kepler-28 b,1.959,1.63,5.91,585.0,4499.3,0.68,0.66,0.145,192.5,85.8,0.42473566719068095,-7.526433280931904,72,95
Kepler-286 d,1.33,2.33,5.914323,919.0,5580.0,0.83,0.86,-0.25,359.5,70.0,1.3172027813895641,81.72027813895642,127,160
Kepler-288 b,1.67,3.43,6.097326,1197.0,5918.0,0.84,1.09,-0.24,498.50000000000006,70.39999999999999,1.2298755781849475,72.98755781849475,160,204
Kepler-721 b,2.64,7.46,5.39202539,850.0,5075.0,0.82,0.78,-0.01,325.0,79.60000000000001,1.0703627180899906,57.03627180899906,117,153
Kepler-160 c,3.76,13.6,13.699429,771.0,5471.0,1.0,1.12,0.2,285.5,88.00000000000001,0.9619737437754641,46.19737437754641,107,151
Kepler-160 d,5.736252784918595,100.0,30.0,912.5307146386988,5471.0,1.0,1.12,0.2,356.2653573193494,88.00000000000001,3.0390891279155317,253.90891279155318,166,227
Kepler-354 d,1.24,2.07,24.209842,451.0,4648.0,0.65,0.67,-0.03,125.49999999999999,78.8,1.3462539021852236,84.62539021852236,72,87
Kepler-85 b,1.778,1.84,8.3,809.0,5505.2,0.93,0.88,0.12,304.5,84.80000000000001,0.5820419804104914,8.204198041049137,103,135
Kepler-158 c,1.9,4.27,28.551383,418.0,4623.0,0.66,0.62,-0.3,109.00000000000001,68.0,1.182825484764543,68.2825484764543,61,81
Kepler-1622 b,1.47,2.76,10.8118737,922.0,6436.0,1.31,1.5,0.04,361.0,81.60000000000001,1.2772455921143968,77.72455921143968,130,168
Kepler-1835 b,3.534,12.2,11.96409988,808.0,5903.0,0.92,0.96,-0.26,304.0,69.6,0.9768474346865392,47.68474346865392,106,153
Kepler-1851 b,3.9,14.5,12.02289963,776.0,5982.0,0.97,0.88,-0.28,288.0,68.8,0.9533201840894149,45.33201840894149,102,150
Kepler-1852 b,1.886,4.22,7.97094011,760.0,5237.0,0.93,0.83,0.24,280.0,89.60000000000001,1.186394361984101,68.63943619841011,111,141
Kepler-186 e,1.27,2.15,22.407704,319.0,3788.0,0.48,0.47,-0.28,59.5,68.8,1.333002666005332,83.3002666005332,77,61
Kepler-728 b,3.34,11.1,5.74347727,982.0,5660.0,0.95,0.93,-0.03,391.0,78.8,0.9950159561117287,49.50159561117287,131,179
Kepler-729 b,3.58,12.5,3.16635371,1273.0,5633.0,0.94,0.91,-0.05,536.5,78.0,0.9753128803720233,47.53128803720234,167,224
Kepler-730 b,12.33,376.98237392722274,6.49168281,1219.0,5620.0,1.05,1.41,0.21,509.5,88.4,2.4796757322273777,197.96757322273777,193,307
Kepler-730 c,1.569,3.09,2.85188338,1607.0,5620.0,1.05,1.41,0.21,703.5,88.4,1.2551990221634026,75.51990221634026,217,268
Kepler-731 b,13.88,376.98237392722274,3.85560355,1212.0,5849.0,1.03,1.06,0.04,505.99999999999994,81.60000000000001,1.956780503986531,145.67805039865308,180,305
Kepler-358 b,2.72,7.85,34.060467,554.0,5908.0,0.94,0.95,0.035,177.0,81.4,1.0610402249134945,56.10402249134945,80,114
Kepler-665 b,2.6,7.27,16.01310205,593.0,4913.0,0.79,0.74,-0.03,196.5,78.8,1.0754437869822484,57.54437869822484,84,114
Kepler-666 b,2.4,6.35,4.49876092,1133.0,5887.0,1.03,1.05,0.01,466.5,80.39999999999999,1.1024305555555556,60.24305555555556,153,199
Kepler-668 b,2.7,7.75,8.35390639,790.0,5352.0,0.87,0.82,-0.06,295.0,77.60000000000001,1.063100137174211,56.3100137174211,108,146
Kepler-116 c,2.3,5.9,13.07163,964.0,6142.0,1.2,1.45,0.07,382.0,82.8,1.1153119092627601,61.53119092627601,133,175
Kepler-524 b,1.91,4.31,7.97419807,974.0,6014.0,1.09,1.1,0.02,387.0,80.80000000000001,1.1814369123653408,68.14369123653408,135,174
Kepler-524 c,0.96,0.84,1.88897906,1574.0,6014.0,1.09,1.1,0.02,687.0,80.80000000000001,0.9114583333333334,41.145833333333336,204,253
Kepler-121 b,2.34,6.08,3.177422,997.0,5311.0,0.86,0.7,-0.08,398.5,76.8,1.110380597560085,61.03805975600849,135,175
Kepler-1255 b,2.32,5.99,36.2919336,694.0,6018.0,1.08,1.12,0.02,247.00000000000003,80.80000000000001,1.1128864447086804,61.288644470868036,98,134
Kepler-1318 b,3.11,9.85,213.257663,202.0,4598.0,0.73,0.7,-0.01,1.0,79.60000000000001,1.0183931100795072,51.83931100795072,34,56
Kepler-1342 b,1.66,3.39,2.21571036,1283.0,5527.0,0.93,0.9,0.03,541.5,81.19999999999999,1.2302220931920453,73.02220931920453,174,218
Kepler-759 b,2.27,5.77,41.805985,533.0,5860.0,1.04,1.04,0.06,166.5,82.4,1.11975780628384,61.975780628384,79,109
Kepler-1358 b,1.12,1.46,7.06317341,827.0,5181.0,0.82,0.79,-0.08,313.5,76.8,1.1639030612244896,66.39030612244896,115,142
Kepler-117 b,8.059,29.875,18.7959228,984.0,6150.0,1.13,1.61,-0.04,392.0,78.4,0.45998704707269567,-4.0012952927304335,121,203
Kepler-1109 b,2.19,5.43,37.6467384,787.0,5893.0,1.05,1.06,0.04,293.5,81.60000000000001,1.1321698880340276,63.216988803402764,110,147
Kepler-361 c,2.52,6.9,55.188023,568.0,6169.0,1.19,1.34,0.04,184.0,81.60000000000001,1.0865457294028722,58.65457294028722,82,117
Kepler-363 b,1.16,1.65,3.614568,1347.0,5593.0,1.23,1.49,0.397,573.5,95.88000000000001,1.2262187871581451,72.62187871581452,187,228
Kepler-139 c,3.38,23.2558,157.072878,350.0,5594.0,1.08,1.3,0.35,75.0,94.0,2.035625503308708,153.5625503308708,103,109
Kepler-32 c,2.0,158.9,8.7522,451.0,3900.0,0.58,0.53,0.0,125.49999999999999,80.0,39.725,3922.5,840,857
Kepler-430 c,1.75,3.71,110.979,458.0,5884.0,1.17,1.49,0.2,129.0,88.00000000000001,1.2114285714285715,71.14285714285715,73,98
HAT-P-42 b,14.348,331.801,4.641878,1428.0,5743.0,1.18,1.41,0.27,614.0,90.8,1.6117398896318045,111.17398896318045,203,335
K2-381 d,1.689,3.5,26.803023,912.5307146386988,4473.0,0.75,0.68,-0.244,356.2653573193494,70.24000000000001,1.2268988099432085,72.68988099432086,125,154
TOI-2420 b,15.02,294.62693,5.842641,1571.6,5707.0,1.16,2.37,0.014262971257932062,685.8,80.57051885031727,1.3059681188508534,80.59681188508534,212,352
Kepler-1519 b,7.06,39.6,240.7989397,342.0,5644.0,0.94,0.91,-0.07,71.0,77.2,0.7944851495477856,29.44851495477856,72,103
Kepler-11 e,4.19,8.0,31.9996,582.0,5663.0,0.96,1.06,0.05,191.0,82.0,0.4556820706193288,-4.43179293806712,71,115
Kepler-1575 b,1.31,2.27,2.55314213,1312.0,5667.0,0.95,0.92,-0.07,556.0,77.2,1.3227667385350503,82.27667385350503,179,221
KMT-2021-BLG-1770L b,12.1,6674.39655,,912.5307146386988,5412.3924897449615,0.13,,0.014262971257932062,356.2653573193494,80.57051885031727,45.58702650092207,4508.7026500922075,1015,1118
Kepler-732 c,1.27,2.15,0.89304124,893.0,3631.0,0.49,0.46,-0.01,346.5,79.60000000000001,1.333002666005332,83.3002666005332,127,149
Kepler-331 b,1.82,3.97,8.457496,540.0,4347.0,0.65,0.49,0.118,170.0,84.72,1.1985267479772974,69.85267479772975,82,102
HD 120084 b,12.7,2034.1018,2142.0,912.5307146386988,4879.0,2.16,10.37,0.1,356.2653573193494,84.00000000000001,12.611456382912765,1211.1456382912766,356,461
GJ 463 b,13.0,1144.18227,3448.0,912.5307146386988,3540.0,0.49,0.49,0.014262971257932062,356.2653573193494,80.57051885031727,6.770309289940829,627.0309289940828,239,338
TOI-206 b,1.3,2.24,0.7363104,910.0,3383.0,0.35,0.35,0.014262971257932062,355.0,80.57051885031727,1.3254437869822484,82.54437869822485,129,150
HD 100546 b,77.342,2701.54146,,912.5307146386988,10500.0,2.4,1.85,0.014262971257932062,356.2653573193494,80.57051885031727,0.4516279799856744,-4.837202001432561,112,676
HD 190984 b,13.0,1137.8257,4885.0,912.5307146386988,5988.0,0.91,1.53,-0.48,356.2653573193494,60.8,6.732696449704142,623.2696449704142,232,345
HD 204313 b,12.9,1466.7781,2041.11539,912.5307146386988,5767.0,1.03,1.1,0.18,356.2653573193494,87.20000000000002,8.814242533501593,831.4242533501593,282,391
K2-353 b,5.55,26.3,15.466805,735.0,5698.0,0.87,0.99,-0.21,267.5,71.6,0.8538267997727458,35.38267997727458,95,152
WASP-181 b,13.271,95.03117,4.5195064,1186.0,5839.0,1.04,0.97,0.09,493.0,83.6,0.5395836453966487,3.9583645396648715,149,269
HD 108236 e,3.083,9.71,19.590025,636.0,5660.0,0.87,0.88,-0.28,218.00000000000003,68.8,1.0215795260733713,52.15795260733713,86,124
Kepler-938 b,2.22,5.56,52.6298417,544.0,5533.0,0.92,0.89,-0.03,172.0,78.8,1.128155182209236,62.81551822092359,79,108
Kepler-1179 b,1.32,2.3,2.68505749,1137.0,5212.0,0.84,0.81,-0.03,468.49999999999994,78.8,1.3200183654729107,82.00183654729108,157,193
HAT-P-45 b,15.984,283.492,3.128992,1652.0,6330.0,1.26,1.32,0.07,726.0,82.8,1.1096087328569813,60.96087328569813,219,371
CoRoT-11 b,16.03,740.51,2.99433,1657.0,6440.0,1.27,1.37,-0.03,728.5,78.8,2.881800305026951,238.1800305026951,253,407
TOI-125 b,2.726,9.5,4.65382,1037.0,5320.0,0.86,0.85,-0.02,418.49999999999994,79.2,1.2784151312676657,77.84151312676657,144,187
Kepler-669 b,4.83,20.8,4.12554687,1243.0,6038.0,1.15,1.2,0.14,521.5,85.60000000000001,0.8915979750438298,39.15979750438298,164,230
Kepler-673 b,6.54,34.8,3.72873109,1023.0,5355.0,0.88,0.84,0.0,411.5,80.0,0.813623993491008,31.3623993491008,133,202
Kepler-676 b,3.04,9.48,11.59822172,396.0,3701.0,0.51,0.49,-0.02,98.0,79.2,1.0257963988919667,52.57963988919667,59,80
Kepler-1202 b,2.94,8.96,28.6851324,547.0,5834.0,1.03,1.04,0.06,173.5,82.4,1.0366051182377716,53.660511823777156,79,114
Kepler-1220 b,1.52,2.92,7.42693741,899.0,5842.0,1.0,0.99,-0.04,349.5,78.4,1.2638504155124652,76.38504155124653,126,161
Kepler-1626 b,2.02,4.74,4.13962966,1352.0,6826.0,1.51,1.85,0.04,576.0,81.60000000000001,1.1616508185472012,66.16508185472011,182,236
Kepler-1620 b,1.61,3.22,101.951829,428.0,6157.0,1.15,1.23,0.03,113.99999999999999,81.19999999999999,1.2422360248447204,74.22360248447204,68,93
Kepler-144 c,1.35,2.39,10.104665,1046.0,6075.0,1.15,1.24,-0.185,423.00000000000006,72.6,1.3113854595336076,81.13854595336076,144,182
Kepler-255 d,1.32,2.3,1.04562266,1710.0,5431.0,0.9,0.86,0.02,755.0,80.80000000000001,1.3200183654729107,82.00183654729108,229,281
Kepler-26 d,1.07,1.24,3.543919,652.0,4486.0,0.62,0.57,-0.05,225.99999999999997,78.0,1.0830640230587825,58.306402305878244,92,110
Kepler-340 c,3.37,11.3,22.824669,946.0,6620.0,1.65,1.85,0.06,373.0,82.4,0.9949898299712069,49.49898299712069,128,180
Kepler-369 b,1.13,1.51,2.732756,687.0,3591.0,0.5,0.47,-0.09,243.5,76.4,1.1825514918944322,68.25514918944322,97,113
Kepler-1685 b,2.577,7.16,20.4905,625.0,5484.0,0.96,0.84,0.21,212.5,88.4,1.0781624076992842,57.81624076992842,91,124
Kepler-530 b,3.01,9.32,39.30941904,488.0,5697.0,0.97,0.89,-0.08,144.0,76.8,1.0286862175914175,52.86862175914175,70,103
Kepler-533 b,3.38,11.4,28.51120525,423.0,4758.0,0.78,0.72,0.01,111.5,80.39999999999999,0.997864220440461,49.7864220440461,62,91
Kepler-542 b,1.57,3.09,13.14497566,698.0,5526.0,0.93,0.9,0.02,249.00000000000003,80.80000000000001,1.253600551746521,75.3600551746521,102,130
Kepler-607 b,0.87,0.59,0.6381632,1874.0,5196.0,0.84,0.8,-0.02,836.9999999999999,79.2,0.7794953098163562,27.94953098163562,239,290
Kepler-619 b,3.16,10.1,5.4042722,1073.0,5980.0,1.09,1.11,0.05,436.5,82.0,1.0114564973561928,51.14564973561928,144,194
Kepler-1727 b,3.173,10.2,9.02929974,757.0,5349.0,0.82,0.82,-0.12,278.5,75.2,1.0131179908002927,51.311799080029274,102,142
Kepler-1730 b,4.485,18.4,13.81019974,833.0,5942.0,1.01,1.14,-0.04,316.5,78.4,0.9147300117199781,41.473001171997815,111,164
Kepler-949 b,2.91,8.8,8.6893073,782.0,5403.0,0.89,0.86,0.01,291.0,80.39999999999999,1.039194152171089,53.9194152171089,108,146
Kepler-956 b,3.0,9.27,5.24867263,1056.0,6040.0,1.1,1.15,0.02,428.0,80.80000000000001,1.03,53.0,142,191
Kepler-1240 b,1.15,1.6,4.8663815,1121.0,5682.0,0.98,0.96,0.04,460.50000000000006,81.60000000000001,1.2098298676748585,70.98298676748584,154,190
Kepler-427 b,13.79,92.17,10.290994,1100.0,5800.0,0.96,1.35,-0.19,450.0,72.39999999999999,0.48468664695386776,-1.5313353046132239,134,255
Kepler-1371 c,0.64,0.196,2.00541269,1216.0,5361.0,0.87,0.83,-0.07,508.0,77.2,0.478515625,-2.1484375,150,184
Kepler-1820 b,3.119,9.9,31.03249931,561.0,5841.0,1.05,0.93,0.07,180.5,82.8,1.0176640785447526,51.76640785447526,80,117
Kepler-1080 b,3.28,10.8,77.2548396,548.0,5956.0,1.1,1.16,0.09,174.0,83.6,1.0038667459845332,50.38667459845332,79,116
Kepler-1084 b,1.11,1.41,2.05333679,1737.0,6113.0,1.12,1.28,-0.02,768.5,79.2,1.1443876308741172,64.43876308741171,229,283
Kepler-220 d,0.98,0.904,28.122397,401.0,4632.0,0.73,0.67,-0.174,100.49999999999999,73.04,0.9412744689712621,44.12744689712621,56,69
KOI-1257 b,10.54,460.83,86.647661,511.0,5520.0,0.99,1.13,0.27,155.5,90.8,4.148198423643192,364.81984236431924,139,222
Kepler-1009 b,2.17,5.35,11.35011917,403.0,4027.0,0.59,0.57,-0.12,101.49999999999999,75.2,1.1361464460914439,63.61464460914439,61,78
Kepler-723 b,12.19,376.98237392722274,4.08227507,1016.0,5539.0,0.92,0.89,0.0,408.0,80.0,2.5369600812351254,203.69600812351254,167,274
Kepler-739 b,3.32,11.0,12.53248465,775.0,5601.0,0.93,0.9,-0.08,287.5,76.8,0.9979677747133111,49.79677747133111,105,147
Kepler-589 c,1.117,1.45,3.52466011,1098.0,5372.0,0.83,0.92,-0.02,449.0,79.2,1.1621485802952498,66.21485802952498,149,184
Kepler-944 b,2.63,7.41,43.3167737,459.0,5409.0,0.86,0.83,-0.11,129.5,75.6,1.0712891613294975,57.12891613294975,66,95
Kepler-1266 c,1.68,3.46,4.86631012,881.0,4996.0,0.79,0.83,0.14,340.5,85.60000000000001,1.2259070294784582,72.59070294784581,125,156
Kepler-632 b,2.21,5.52,30.99660733,500.0,5322.0,0.91,0.84,0.11,150.0,84.39999999999999,1.1301979893941565,63.01979893941565,75,102
Kepler-696 b,6.14,31.3,4.19042558,1234.0,5903.0,1.06,1.08,0.07,517.0,82.8,0.8302475357828731,33.02475357828732,161,235
Kepler-671 b,2.69,7.7,4.28095859,1012.0,5624.0,0.97,0.95,0.08,405.99999999999994,83.2,1.0641091195533507,56.410911955335074,138,182
Kepler-711 b,3.41,11.5,23.58914398,487.0,5222.0,0.84,0.8,-0.04,143.5,78.4,0.9889835828725242,48.89835828725242,69,103
Kepler-69 c,1.71,3.57,242.4613,299.0,5638.0,0.81,0.93,-0.29,49.5,68.39999999999999,1.220888478506207,72.08884785062071,72,68
Kepler-642 b,2.9,8.75,4.41745855,1810.0,6570.0,1.4,1.66,0.06,805.0000000000001,82.4,1.0404280618311534,54.042806183115346,237,307
Kepler-755 c,1.26,2.13,2.85313364,1016.0,5043.0,0.82,0.77,-0.01,408.0,79.60000000000001,1.3416477702191987,84.16477702191986,143,174
Kepler-762 b,12.68,376.98237392722274,3.7705521,1302.0,5944.0,1.06,1.08,0.02,551.0,80.80000000000001,2.3446743793302174,184.46743793302173,199,318
Kepler-267 d,2.27,5.77,28.464515,301.0,4258.0,0.54,0.56,-0.18,50.5,72.8,1.11975780628384,61.975780628384,72,64
Kepler-947 b,2.28,5.82,26.9644317,573.0,5508.0,0.9,0.87,-0.07,186.5,77.2,1.1195752539242845,61.95752539242845,82,112
