pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraforming_score
TOI-715 b,1.55,3.02,19.288004,234.0,3075.0,0.23,0.24,-0.25,17.0,70.0,1.2570239334027054,75.70239334027053,40,45
HAT-P-35 b,14.93,335.62848,3.646706,1581.0,6096.0,1.24,1.44,0.11,690.5,84.39999999999999,1.5057025664307964,100.57025664307963,218,360
HAT-P-36 b,14.314,587.41341,1.32734683,1780.97,5620.0,1.03,1.04,0.25,790.485,90.0,2.866961302606587,236.69613026065872,272,412
TOI-2128 b,2.089,4.5,16.34136,780.526328962,5968.0,1.03,1.12,-0.07,290.263164481,77.2,1.031182736809397,53.11827368093971,106,142
WASP-42 b,12.576,167.49641,4.9816819,1021.0,5315.0,0.95,0.89,0.29,410.50000000000006,91.60000000000001,1.0590597083220028,55.90597083220028,141,249
WASP-64 b,14.247,403.945,1.5732918,1689.0,5400.0,1.0,1.06,-0.08,744.5,76.8,1.9901022386234886,149.01022386234885,239,376
K2-286 b,2.1,5.06,27.359,347.0,3926.0,0.64,0.62,0.0,73.5,80.0,1.147392290249433,64.73922902494328,80,70
EPIC 248847494 b,12.442,4131.79,3650.0,183.0,4898.0,0.9,2.7,-0.23,-8.5,70.8,26.690569850923907,2619.0569850923907,543,628
WASP-97 b,12.778,432.2488,2.07276,1555.0,5640.0,1.18,1.08,0.23,677.5,89.2,2.6473296799816928,214.73296799816927,239,364
WASP-68 b,14.796,343.2564,5.0843,1490.0,5910.0,1.49,1.79,0.22,645.0,88.80000000000001,1.5679420162876927,106.79420162876927,209,347
TOI-2076 b,2.771,16.1,10.355096,687.676490765,5192.0,0.86,0.8,0.02,243.83824538250002,80.80000000000001,2.096779802045754,159.6779802045754,117,151
OGLE-2016-BLG-1093L b,14.0,225.65817,,912.5307146386988,5412.3924897449615,0.46,,0.014262971257932062,356.2653573193494,80.57051885031727,1.151317193877551,65.13171938775511,126,242
K2-33 b,5.04,1175.971,5.424865,850.0,3540.0,0.56,1.05,0.014262971257932062,325.0,80.57051885031727,46.29515463592844,4579.515463592844,1021,1067
K2-59 c,2.3,5.9,11.2954,912.5307146386988,5055.0,0.77,0.73,0.014262971257932062,356.2653573193494,80.57051885031727,1.1153119092627601,61.53119092627601,126,162
K2-398 c,5.098,22.8,18.787839,912.5307146386988,5946.0,0.95,1.24,-0.257,356.2653573193494,69.72,0.8772738514984684,37.72738514984684,118,177
CI Tau c,13.0,1144.18227,25.2,912.5307146386988,3807.0,0.9,1.88,0.014262971257932062,356.2653573193494,80.57051885031727,6.770309289940829,627.0309289940828,239,340
K2-172 b,1.666,3.42,14.316941,912.5307146386988,5569.0,0.93,0.87,-0.06,356.2653573193494,77.60000000000001,1.2321855512913449,73.21855512913449,127,162
TOI-163 b,16.69,387.7526,4.231306,1669.0,6495.0,1.44,1.65,0.22,734.5,88.80000000000001,1.3920090064443031,89.20090064443032,228,386
TOI-2411 b,1.68,3.46,0.7826942,1355.0,4099.0,0.65,0.68,0.014262971257932062,577.5,80.57051885031727,1.2259070294784582,72.59070294784581,183,221
TOI-257 b,7.163,43.86032,18.38818,1027.0,6095.0,1.41,1.87,0.175,413.5,86.99999999999999,0.8548342090772401,35.483420907724,137,213
HS Psc b,13.6,464.02947,3.986,912.5307146386988,4203.0,0.69,0.65,-0.05,356.2653573193494,78.0,2.508809850778547,200.8809850778547,153,260
K2-374 c,2.213,5.53,16.43445,912.5307146386988,5789.0,0.73,0.91,-0.292,356.2653573193494,68.32000000000001,1.1291777278779687,62.917772787796864,122,162
K2-379 b,2.181,5.4,8.777247,912.5307146386988,4603.0,0.86,0.75,-0.045,356.2653573193494,78.2,1.1352262600538476,63.522626005384765,125,158
K2-380 b,2.729,7.89,9.401312,912.5307146386988,5911.0,0.99,1.32,-0.049,356.2653573193494,78.03999999999999,1.0594243042677343,55.94243042677343,124,167
K2-39 b,6.277,28.6047,4.60543,1670.0,4881.0,0.66,2.97,0.32,735.0,92.8,0.7259941814782158,22.59941814782158,216,296
TOI-4860 b,8.7,86.7,1.5227591,694.0,3260.0,0.34,0.36,0.27,247.00000000000003,90.8,1.1454617518826797,64.54617518826797,102,166
KELT-24 b,12.711,1458.83239,5.55149296,1391.0,6426.0,1.27,1.34,0.138,595.5,85.52,9.029131119352641,852.9131119352642,345,469
TOI-270 d,2.133,4.78,11.379573,387.0,3506.0,0.39,0.38,-0.2,93.5,72.0,1.0506212622445184,55.06212622445184,56,70
TIC 4672985 b,11.5,4049.13391,69.048,517.2,5757.0,1.01,1.15,0.14,158.60000000000002,85.60000000000001,30.617269640831758,3011.726964083176,668,758
WASP-24 b,15.468,394.1092,2.34121,1772.0,6075.0,1.43,1.42,0.0,786.0,80.0,1.6472072543437273,114.72072543437272,243,394
K2-285 c,3.53,15.68,7.138048,741.4,4975.0,0.83,0.79,0.0,270.7,80.0,1.2583360752433614,75.83360752433614,107,146
K2-233 d,2.358,21.14,24.3645,523.0,5033.0,0.79,0.71,-0.09,161.5,76.4,3.802046126696982,330.2046126696982,129,156
EPIC 201497682 b,0.692,0.26,2.13174,912.5307146386988,4991.0,0.78,0.55,-0.089,356.2653573193494,76.44,0.5429516522436434,4.2951652243643395,113,138
Wolf 503 b,2.043,6.27,6.00127,789.0,4716.0,0.69,0.69,-0.47,294.5,61.199999999999996,1.5022105495431193,100.22105495431192,112,143
TOI-1259 A b,11.456,140.16233,3.477978,963.0,4775.0,0.74,0.71,-0.5,381.5,60.0,1.067985357749641,56.7985357749641,125,223
TOI-3757 b,12.0,85.3,3.438753,759.0,3913.0,0.64,0.62,0.0,279.5,80.0,0.5923611111111111,9.23611111111111,96,187
TOI-269 b,2.77,8.8,3.6977104,531.0,3514.0,0.39,0.4,-0.29,165.5,68.39999999999999,1.1468936125845508,64.68936125845508,75,97
TOI-481 b,11.097,486.2799,10.33111,1370.0,5735.0,1.14,1.66,0.26,585.0,90.39999999999999,3.9488910039838188,344.88910039838186,242,351
TOI-907.01,9.616,67.0,4.5849129,1846.599613,6272.0,1.07,2.06,0.014262971257932062,823.2998065,80.57051885031727,0.7245792508880098,22.457925088800977,234,349
TOI-824 b,2.926,18.467,1.392978,1253.0,4600.0,0.71,0.7,-0.092,526.5,76.32,2.156987883864885,165.69878838648847,188,234
WASP-165 b,14.123,209.13214,3.465509,1624.0,5599.0,1.25,1.75,0.33,712.0,93.2,1.048496205957061,54.84962059570611,217,352
GJ 238 b,0.566,0.126,1.7446999,758.0,3485.0,0.42,0.43,0.15,279.0,86.0,0.39331243991059955,-10.668756008940045,93,106
WASP-81 b,16.018,231.69807,2.7164762,1623.0,5870.0,1.08,1.28,-0.36,711.5,65.60000000000001,0.9030376084116007,40.30376084116008,206,356
K2-130 b,1.25,2.1,2.49412,912.5307146386988,4356.47,0.7,0.74,-0.24,356.2653573193494,70.39999999999999,1.344,84.4,127,153
K2-136 c,3.0,18.1,17.30713,470.0,4500.0,0.74,0.68,-0.02,135.0,79.2,2.011111111111111,151.11111111111111,88,115
K2-139 b,9.11,123.00021,28.380619,524.0,5370.0,0.96,0.88,0.24,162.0,89.60000000000001,1.4820713055820975,98.20713055820976,87,160
K2-152 b,2.29,5.86,32.6479,337.0,4044.0,0.63,0.61,0.12,68.5,84.80000000000001,1.1174462729543677,61.74462729543677,80,71
K2-230 b,1.96,4.5,2.86041,1529.0,5945.0,1.11,1.39,0.1,664.5,84.00000000000001,1.171386922115785,67.13869221157852,205,258
K2-10 b,3.84,27.0,19.3044,703.0,5620.0,0.92,0.98,-0.07,251.5,77.2,1.8310546875,133.10546875,113,157
K2-125 b,2.18,5.39,21.750264,912.5307146386988,3654.47,0.49,0.4,0.014262971257932062,356.2653573193494,80.57051885031727,1.1341637909266895,63.41637909266895,126,154
K2-37 b,1.61,3.22,4.44117,974.0,5413.0,0.9,0.85,-0.03,387.0,78.8,1.2422360248447204,74.22360248447204,135,170
K2-84 c,2.03,4.78,27.86,912.5307146386988,5652.0,0.95,0.93,0.278,356.2653573193494,91.12,1.159940789633333,65.9940789633333,130,166
K2-80 c,1.47,2.76,5.605,912.5307146386988,5441.0,0.9,0.87,0.07,356.2653573193494,82.8,1.2772455921143968,77.72455921143968,129,162
EPIC 211945201 b,5.76,27.0,19.49221,817.0,6069.0,1.17,1.39,0.1,308.5,84.00000000000001,0.8138020833333334,31.380208333333336,109,170
K2-100 b,3.88,21.8,1.6739035,1841.0,5945.0,1.15,1.24,0.22,820.5,88.80000000000001,1.4480816239770433,94.80816239770434,251,325
EPIC 206317286 b,0.96,0.84,1.58252,912.5307146386988,4864.0,0.71,0.67,0.019,356.2653573193494,80.76,0.9114583333333334,41.145833333333336,122,148
K2-199 c,2.85,12.4,7.3744897,694.0,4491.0,0.71,0.68,-0.01,247.00000000000003,79.60000000000001,1.5266235764850722,102.66235764850722,106,138
TOI-905 b,13.126,211.99261,3.739494,1192.0,5570.0,0.97,0.92,0.14,496.0,85.60000000000001,1.2304271966949856,73.04271966949855,164,282
WASP-84 b,10.72,220.0,8.52349648,732.0,5280.0,0.85,0.77,0.0,266.0,80.0,1.9144018712408106,141.44018712408106,119,208
WASP-113 b,15.793,150.96925,4.54216875,1496.0,5890.0,1.32,1.61,0.1,648.0,84.00000000000001,0.6052840457138026,10.528404571380257,189,334
HAT-P-66 b,17.822,248.86089,2.972086,1896.0,6002.0,1.26,1.88,0.035,848.0,81.4,0.783508606367024,28.3508606367024,242,411
WASP-135 b,14.572,603.877,1.4013794,1403.65581194,5675.0,0.98,0.96,0.02,601.82790597,80.80000000000001,2.8438727753088604,234.38727753088605,222,355
K2-325 b,2.2,5.48,6.93,423.0,3287.0,0.27,0.3,0.014262971257932062,111.5,80.57051885031727,1.1322314049586777,63.22314049586777,65,79
K2-37 c,2.75,8.0,6.42904,861.0,5413.0,0.9,0.85,-0.03,330.5,78.8,1.0578512396694215,55.78512396694215,117,157
K2-62 c,2.14,5.22,16.1966,912.5307146386988,4880.0,0.77,0.73,-0.29,356.2653573193494,68.39999999999999,1.139837540396541,63.98375403965411,122,157
K2-88 b,1.23,2.04,4.6122,912.5307146386988,3537.0,0.26,0.26,0.014262971257932062,356.2653573193494,80.57051885031727,1.3484037279397185,84.84037279397185,130,152
WASP-168 b,16.814,133.4886,4.153658,1340.0,6000.0,1.08,1.12,-0.01,570.0,79.60000000000001,0.47217402491698607,-2.782597508301393,166,314
WASP-175 b,13.54,314.6517,3.0652907,1571.0,6229.0,1.21,1.2,0.15,685.5,86.0,1.7162982268195992,121.62982268195992,222,355
GJ 581 c,2.5,6.81,12.9211,912.5307146386988,3500.0,0.3,0.3,-0.08,356.2653573193494,76.8,1.0896,58.959999999999994,124,154
TOI-2537 b,11.254,415.40173,94.1022,338.0,4870.0,0.77,0.77,0.08,69.0,83.2,3.2798537535567003,277.98537535567004,123,178
TOI-1836 c,2.6,8.0,1.7727471,2007.59662235,6237.0,1.25,1.65,-0.136,903.798311175,74.55999999999999,1.1834319526627217,68.34319526627218,262,334
K2-224 c,2.41,6.39,10.09489,764.0,5620.0,0.91,0.84,-0.19,282.0,72.39999999999999,1.1001876689450938,60.018766894509376,104,141
K2-406 b,4.602,19.2,22.549406,912.5307146386988,5784.0,0.8,0.96,-0.038,356.2653573193494,78.47999999999999,0.9065838955570021,40.65838955570021,121,176
K2-408 b,1.677,3.45,20.978959,912.5307146386988,5335.0,0.81,0.78,-0.171,356.2653573193494,73.16,1.226741252534821,72.67412525348209,126,159
K2-42 b,2.15,5.27,6.68796,912.5307146386988,4613.0,0.7,0.64,0.014262971257932062,356.2653573193494,80.57051885031727,1.1400757166035695,64.00757166035696,126,159
b Cen AB b,12.4,3464.32964,1790000.0,912.5307146386988,5412.3924897449615,5.5,,0.014262971257932062,356.2653573193494,80.57051885031727,22.530759885535897,2203.0759885535895,554,659
CoRoT-28 b,10.705,153.82972,5.20851,912.5307146386988,5150.0,1.01,1.78,0.15,356.2653573193494,86.0,1.3423535209574595,84.23535209574595,132,224
HD 24040 c,9.35,63.88351,515.4,912.5307146386988,5776.49,1.1,1.39,0.197,356.2653573193494,87.88,0.7307444879750636,23.074448797506363,120,206
K2-239 c,1.0,0.972,7.775,427.0,3420.0,0.4,0.36,-0.1,113.5,76.0,0.972,47.199999999999996,61,68
EPIC 205950854 c,1.31,2.27,8.050722,960.6,5502.7,0.88,0.83,-0.13,380.3,74.8,1.3227667385350503,82.27667385350503,134,167
K2-148 c,1.73,3.64,6.9226,912.5307146386988,4079.0,0.65,0.63,-0.11,356.2653573193494,75.6,1.216211701025761,71.62117010257609,126,154
K2-393 b,2.352,6.13,10.413181,912.5307146386988,5678.0,0.88,1.07,0.076,356.2653573193494,83.04,1.1081175667545933,60.81175667545933,126,166
DMPP-1 e,1.86,4.13,5.516,1314.0,6196.0,1.21,1.26,0.014262971257932062,557.0,80.57051885031727,1.1937796277026245,69.37796277026244,177,226
GJ 160.2 b,3.17,10.2,5.2354,912.5307146386988,4347.0,0.69,0.66,0.014262971257932062,356.2653573193494,80.57051885031727,1.0150364716536138,51.50364716536138,124,162
HD 191939 f,13.2,915.34581,2898.0,125.0,5348.0,0.81,0.94,-0.15,-37.5,74.0,5.2533620867768605,475.33620867768605,108,199
K2-133 b,1.34,2.36,3.07133,912.5307146386988,3655.0,0.46,0.46,0.014262971257932062,356.2653573193494,80.57051885031727,1.314323902873691,81.4323902873691,130,152
K2-133 d,2.003,4.67,11.02454,734.0,3655.0,0.46,0.46,0.014262971257932062,267.0,80.57051885031727,1.164005364893249,66.40053648932489,104,127
K2-136 d,1.565,3.0,25.575,420.0,4500.0,0.74,0.68,-0.02,110.00000000000001,79.2,1.2248772570915292,72.48772570915291,66,82
K2-12 b,2.44,5.2,8.28246,1026.0,5672.0,0.97,1.12,0.0,413.0,80.0,0.8734211233539372,37.342112335393715,135,178
K2-138 e,3.39,12.97,8.26146,757.0,5356.3,0.94,0.86,0.14,278.5,85.60000000000001,1.1286013870397926,62.86013870397926,108,149
K2-138 f,2.904,1.63,12.75758,653.0,5356.3,0.94,0.86,0.14,226.5,85.60000000000001,0.19328332157032382,-30.671667842967622,76,111
K2-95 b,3.31,11.0,10.1346454,474.0,3566.0,0.41,0.4,0.1,137.0,84.00000000000001,1.0040069002656054,50.40069002656053,70,94
LHS 1678 b,0.685,0.35,0.8602325,830.44058138,3490.0,0.35,0.33,0.014262971257932062,315.22029069,80.57051885031727,0.745910810378816,24.5910810378816,108,123
K2-118 b,2.54,6.99,50.92092,912.5307146386988,4726.29,0.76,0.73,0.129,356.2653573193494,85.16,1.0834521669043338,58.345216690433375,126,162
WASP-105 b,10.761,572.094,7.87288,900.0,5070.0,0.89,0.9,0.28,350.0,91.20000000000002,4.940400195265732,444.0400195265732,204,295
WASP-158 b,11.994,886.7457,3.656333,1590.0,6350.0,1.38,1.39,0.24,695.0,89.60000000000001,6.164118827798092,566.4118827798092,314,438
KELT-1 b,12.442,8654.15,1.217514,2233.34613989,6518.0,1.32,1.46,0.131,1016.673069945,85.24000000000001,55.904146889211006,5540.414688921101,1388,1532
TrES-4 b,18.046,247.9074,3.55395,1778.0,6200.0,1.08,1.66,0.14,789.0,85.60000000000001,0.7612504888408801,26.12504888408801,228,396
K2-232 b,11.209,126.49634,11.168454,1030.0,6154.0,1.19,1.16,0.1,415.00000000000006,84.00000000000001,1.0068023524772802,50.68023524772802,139,243
GJ 1265 b,2.63,7.4,3.6511,912.5307146386988,3236.0,0.18,0.19,-0.04,356.2653573193494,78.4,1.069843426968729,56.98434269687289,124,153
HAT-P-69 b,18.786,1137.8314,4.7869491,1930.0,7394.0,1.65,1.93,-0.069,865.0,77.24,3.22410575300944,272.410575300944,294,477
WASP-180 A b,13.899,286.047,3.409264,1540.0,6600.0,1.3,1.19,0.1,670.0,84.00000000000001,1.4807109481064462,98.07109481064462,212,349
WASP-34 b,11.209,177.9848,4.31768,1250.0,5700.0,0.96,0.91,-0.02,525.0,79.2,1.4166063250936607,91.66063250936607,173,281
WASP-56 b,10.536,143.0235,4.6171,1216.0,5600.0,0.71,0.96,0.12,508.0,84.80000000000001,1.2884153128097096,78.84153128097095,168,269
TOI-1728 b,5.05,26.78,3.49151,767.0,3980.0,0.65,0.62,0.25,283.5,90.0,1.0500931281246937,55.00931281246937,109,154
TOI-1994 b,13.675,7024.00779,4.0337142,2290.0,7700.0,1.86,2.3,-0.01,1045.0,79.60000000000001,37.5604091588154,3706.0409158815405,1026,1186
WASP-98 b,12.823,293.03926,2.96264036,1171.0,5473.0,0.81,0.74,-0.49,485.50000000000006,60.4,1.782159312953226,128.2159312953226,165,281
TOI-5720 b,1.09,4.3,1.4344555,708.0,3325.0,0.38,0.38,0.03,254.0,81.19999999999999,3.6192239710462077,311.92239710462076,150,164
TOI-6008 b,1.03,4.0,0.8574347,707.0,3075.0,0.23,0.24,0.3,253.5,92.0,3.7703836365350174,327.03836365350173,156,168
TOI-6086 b,1.18,1.76,1.3888725,634.0,3200.0,0.25,0.26,0.11,217.0,84.39999999999999,1.2640045963803506,76.40045963803506,95,107
TOI-4443.01,1.719,3.6,1.8498567,1638.823859,5834.0,1.05,1.02,0.014262971257932062,719.4119295,80.57051885031727,1.2182901906319574,71.82901906319574,218,273
TOI-157 b,14.415,375.0394,2.0845435,1588.0,5404.0,0.95,1.17,0.24,694.0,89.60000000000001,1.8048769630336268,130.48769630336267,226,361
WASP-45 b,10.604,306.38812,3.126089,1153.0,5150.0,0.85,0.86,-0.03,476.49999999999994,78.8,2.7247865299543914,222.47865299543915,187,285
eps Ind A b,12.7,2005.49725,16510.0,275.0,4760.0,0.76,0.68,0.22,37.5,88.80000000000001,12.434107818215637,1193.4107818215637,300,362
TOI-1268 b,9.1,96.4,8.1577094,918.9,5300.0,0.96,0.92,0.36,359.45,94.39999999999999,1.1641106146600655,66.41106146600654,131,214
K2-356 b,2.29,5.86,21.0267366,624.0,5568.0,0.9,0.86,-0.11,212.0,75.6,1.1174462729543677,61.74462729543677,88,120
K2-355 b,2.25,5.69,5.7385647,1066.0,5790.0,0.96,0.92,-0.12,433.0,75.2,1.1239506172839506,62.39506172839506,143,187
K2-90 c,1.3,2.24,2.900706,912.5307146386988,4421.98,0.7,0.63,-0.225,356.2653573193494,71.0,1.3254437869822484,82.54437869822485,127,154
K2-384 b,1.076,1.26,2.231527,912.5307146386988,3623.0,0.33,0.35,0.068,356.2653573193494,82.72,1.0882934177250174,58.82934177250174,126,146
K2-384 c,1.191,1.82,4.194766,912.5307146386988,3623.0,0.33,0.35,0.068,356.2653573193494,82.72,1.2830626564613836,78.30626564613836,130,151
LHS 1678 c,0.941,1.4,3.694284,510.904079282,3490.0,0.35,0.33,0.014262971257932062,155.452039641,80.57051885031727,1.5810615925129958,108.10615925129959,85,94
TIC 257060897 b,16.701,212.94503,3.660028,1762.0,5988.0,1.32,1.82,0.014262971257932062,781.0,80.57051885031727,0.7634534400360333,26.345344003603334,225,383
TOI-1269 b,2.401,6.4,4.2529913,1004.89685562,5499.0,0.9,0.85,-0.049,402.44842781,78.03999999999999,1.1101857635675543,61.018576356755425,136,178
TOI-544 c,4.92,21.5,50.089,912.5307146386988,4169.0,0.63,0.62,-0.17,356.2653573193494,73.2,0.8881948575583317,38.81948575583317,119,168
TOI-558 b,12.173,1147.36055,14.574071,1061.0,6466.0,1.35,1.5,-0.004,430.5,79.84,7.742918166492489,724.2918166492489,276,389
WASP-95 b,13.787,457.6752,2.18467,1570.0,5830.0,1.46,1.23,0.14,685.0,85.60000000000001,2.4077856888751676,190.77856888751677,235,368
WASP-2 b,12.117,295.89973,2.152175,1311.0,5180.0,0.9,0.87,0.12,555.5,84.80000000000001,2.0153679746866278,151.53679746866277,195,307
TOI-5238 b,5.22,23.7,4.872171,1042.0,5631.0,1.0,1.02,0.014262971257932062,421.0,80.57051885031727,0.8697758400493241,36.97758400493241,137,198
HD 22532 b,13.4,673.79622,872.6,912.5307146386988,5038.0,1.57,5.69,-0.19,356.2653573193494,72.39999999999999,3.752485074626865,325.2485074626865,176,286
TOI-199 c,11.4,88.99195,273.69,912.5307146386988,5255.0,0.94,0.82,0.22,356.2653573193494,88.80000000000001,0.6847641582025238,18.476415820252377,119,217
TOI-4329 b,16.813,143.02278,2.9223,2027.11565375,6000.0,1.54,2.31,0.29,913.557826875,91.60000000000001,0.5059583754062398,0.595837540623978,256,421
HD 134060 b,3.16,10.1,3.2696,912.5307146386988,5966.0,1.09,1.16,0.14,356.2653573193494,85.60000000000001,1.0114564973561928,51.14564973561928,125,171
GJ 682 c,2.89,8.7,57.32,912.5307146386988,3028.0,0.27,0.3,0.014262971257932062,356.2653573193494,80.57051885031727,1.0416541947534153,54.16541947534152,124,154
K2-183 c,2.3,5.9,10.787992,787.0,5482.0,0.94,0.87,0.09,293.5,83.6,1.1153119092627601,61.53119092627601,111,146
WASP-63 b,15.805,117.5971,4.37808,1469.90841337,5550.0,1.28,1.86,0.08,634.954206685,83.2,0.4707687340602473,-2.9231265939752724,183,325
WASP-91 b,11.545,425.8922,2.798581,1160.0,4920.0,0.84,0.86,0.19,480.0,87.6,3.1953012680716673,269.5301268071667,200,303
K2-413 c,1.233,2.05,5.3301,912.5307146386988,4116.0,0.81,0.7,-0.205,356.2653573193494,71.8,1.348427831813556,84.84278318135561,128,152
HD 34445 c,8.42,53.5,214.67,912.5307146386988,5836.0,1.07,1.38,0.14,356.2653573193494,85.60000000000001,0.7546222375184072,25.462223751840718,120,200
HD 38283 b,14.0,127.132,363.20001,912.5307146386988,5981.0,1.37,1.49,-0.18,356.2653573193494,72.8,0.6486326530612245,14.863265306122454,114,233
HD 40956 b,13.2,858.141,578.6,912.5307146386988,4869.0,2.0,8.56,0.14,356.2653573193494,85.60000000000001,4.925051652892562,442.5051652892562,203,311
HD 40979 b,12.9,1484.2661,264.14999,912.5307146386988,6165.0,1.45,1.21,0.2,356.2653573193494,88.00000000000001,8.919332371852654,841.9332371852654,284,396
HU Aqr AB c,12.9,1430.235,4368.0,912.5307146386988,5952.0,0.88,,0.014262971257932062,356.2653573193494,80.57051885031727,8.59464575446187,809.464575446187,275,386
HD 125390 b,11.9,8646.20398,1757.39151,912.5307146386988,4882.0,1.82,6.47,-0.11,356.2653573193494,75.6,61.0564506743874,6055.64506743874,1323,1422
K2-282 b,2.5,6.8,4.169783,1057.0,5499.0,0.95,1.0,-0.23,428.5,70.8,1.088,58.80000000000001,140,184
WASP-75 b,14.235,340.06,2.484193,1710.0,6100.0,1.14,1.26,0.07,755.0,82.8,1.6781879853317705,117.81879853317704,237,378
K2-137 b,0.64,158.915,0.179719,1471.0,3697.0,0.46,0.29,-0.059,635.5,77.64,387.97607421874994,38747.60742187499,7932,7964
K2-416 b,2.66,1652.70772,13.102,447.0,3746.0,0.55,0.55,0.014262971257932062,123.50000000000001,80.57051885031727,233.57845553733958,23307.845553733958,4717,4737
K2-75 b,2.67,7.61,7.8142,912.5307146386988,5995.0,1.16,1.56,0.3,356.2653573193494,92.0,1.0674858673848702,56.74858673848702,128,171
K2-85 b,1.2,1.87,0.684559,912.5307146386988,4427.0,0.68,0.68,-0.36,356.2653573193494,65.60000000000001,1.2986111111111112,79.86111111111111,125,151
K2-89 b,0.615,0.17,1.096026,912.5307146386988,3691.0,0.35,0.32,0.014262971257932062,356.2653573193494,80.57051885031727,0.44946790931323954,-5.053209068676045,112,130
K2-293 b,2.45,6.57,13.1225,750.0,5532.0,0.96,0.95,0.218,275.0,88.72,1.0945439400249894,59.454394002498944,107,142
16 Cyg B b,13.5,565.7374,798.5,912.5307146386988,5750.0,1.08,1.13,0.06,356.2653573193494,82.4,3.1041832647462275,260.41832647462275,166,280
HN Peg b,11.777,6991.57,,912.5307146386988,6186.0,1.08,1.01,-0.036,356.2653573193494,78.56,50.40868405278648,4990.8684052786475,1111,1216
HATS-59 b,12.621,256.17098,5.416081,1128.0,5670.0,1.04,1.04,0.18,463.99999999999994,87.20000000000002,1.6082086593440181,110.82086593440181,164,277
KMT-2018-BLG-0247L b,13.4,670.61794,,912.5307146386988,5412.3924897449615,0.29,,0.014262971257932062,356.2653573193494,80.57051885031727,3.734784695923368,323.4784695923368,178,290
