pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,Habitability Score,Terraformability Score
Kepler-903 c,2.53,6.94,62.9228557,462.0,5682.0,0.98,0.97,0.05,-1.1290816908725383,0.19841181403705044,1.0842225312065492,-0.16556737434480523,58.16,29.81
Kepler-606 b,3.31,11.0,24.31575992,683.0,6161.0,1.13,1.22,0.01,-0.5752303205326977,-0.023667996200211323,1.0040069002656054,-0.17019311401023512,65.85,32.59
Kepler-604 b,2.59,7.22,25.85501786,637.0,5890.0,1.02,1.03,-0.02,-0.6905116012369179,-0.19022785387815766,1.0763107288203817,-0.16602361881603156,57.21,26.57
Kepler-962 b,1.97,4.54,12.05707239,689.0,5478.0,0.93,0.86,0.01,-0.5601936317451908,-0.023667996200211323,1.1698317400602951,-0.1606306069283351,51.73,20.08
Kepler-925 b,2.34,6.08,33.8678531,394.0,4673.0,0.77,0.72,0.12,-1.2994974971309508,0.5870514819522584,1.110380597560085,-0.16405893510817343,58.49,27.13
Kepler-79 e,3.49,4.1,81.0659,511.0,6174.0,1.17,1.3,-0.073,-1.0062820657745646,-0.48448360244252947,0.3366146419159119,-0.20867916474169226,58.25,24.59
Kepler-773 b,1.43,2.63,3.74910006,1160.0,5850.0,1.04,1.01,0.05,0.6201864380741072,0.19841181403705044,1.286126460951636,-0.1539243191762233,49.04,16.1
Kepler-804 b,1.94,4.42,14.37457351,779.0,5817.0,1.01,1.05,0.0,-0.33464329993258607,-0.07918794875952677,1.1744074821978956,-0.1603667407509281,50.87,20.23
Kepler-1748 b,2.713,7.81,5.82352018,955.0,5774.0,0.92,0.86,-0.22,0.10643290450095207,-1.3006269050644663,1.0610881057729578,-0.16690145135834739,49.02,27.07
Kepler-687 b,3.52,12.2,20.50586978,518.0,4841.0,0.77,0.73,-0.04,-0.9887392621891398,-0.30126775899678854,0.98463326446281,-0.1713103201525462,63.87,35.54
Kepler-690 b,5.95,29.6,7.74809437,964.0,5913.0,1.11,1.16,0.19,0.12898793768221253,0.9756911498674666,0.8360991455405691,-0.1798757351160479,88.25,40.1
Kepler-693 b,10.18,73.8,15.37563332,600.0,4881.0,0.76,0.72,-0.1,-0.7832378487598777,-0.6343874743526812,0.7121324991025973,-0.18702443452652345,70.38,42.1
Kepler-528 b,2.08,4.98,19.78297415,708.0,5807.0,1.01,1.06,0.02,-0.512577450584752,0.031851956359104115,1.1510724852071006,-0.16171238398662707,54.01,21.9
Kepler-1900 b,1.623,3.27,2.9862299,1356.0,6173.0,1.1,1.04,-0.04,1.111384938466002,-0.30126775899678854,1.241397061419543,-0.15650369872107525,46.69,17.02
Kepler-1901 b,1.474,2.77,3.48412991,1132.0,5696.0,1.02,0.92,0.14,0.550015223732408,0.6980913870708896,1.2749254835971862,-0.15457023824003024,54.85,16.16
Kepler-1749 b,1.613,3.23,14.53409958,420.0,3957.0,0.55,0.55,-0.16,-1.2343385123850872,-0.9675071897085737,1.241463019968337,-0.15649989513476853,35.72,18.27
Kepler-522 b,6.91,38.2,38.58422849,761.0,6392.0,1.54,1.98,0.41,-0.379753366295107,2.197130106172406,0.8000318337274154,-0.18195560400098335,98.42,43.03
Kepler-848 b,1.7,3.53,6.91134416,1086.0,5695.0,1.01,1.2,0.15,0.4347339430281878,0.7536113396302049,1.221453287197232,-0.15765378264382643,58.16,18.06
Kepler-85 c,1.978,2.15,12.51,706.0,5505.2,0.93,0.88,0.12,-0.5175896801805877,0.5870514819522584,0.5495230140238273,-0.19640152395760668,55.86,16.89
Kepler-1750 b,6.004,30.1,205.9120026,298.0,5644.0,0.98,0.97,0.14,-1.5400845177310625,0.6980913870708896,0.8349974101209898,-0.17993926813537814,78.53,59.6
Kepler-1472 b,1.9,4.27,38.1312831,613.0,6159.0,1.16,1.25,0.03,-0.7506583563869459,0.08737190891841955,1.182825484764543,-0.15988130558175392,50.91,21.27
Kepler-1500 b,1.2,1.87,15.0330105,928.0,5845.0,1.0,1.0,-0.05,0.03876780495717065,-0.356787711556104,1.2986111111111112,-0.15320437543490661,40.9,15.01
Kepler-717 b,2.42,6.44,4.40840023,1139.0,5485.0,0.88,0.85,-0.12,0.5675580273178328,-0.745427379471312,1.099651663137764,-0.1646776331966004,51.03,24.33
Kepler-720 b,8.41,53.4,4.70832654,1162.0,5618.0,0.95,0.92,0.0,0.6251986676699429,-0.07918794875952677,0.7550040224465241,-0.1845521918510852,78.74,40.05
Kepler-1767 b,3.013,9.34,59.65829849,393.0,5243.0,0.89,0.83,0.14,-1.3020036119288685,0.6980913870708896,1.0288418292278985,-0.1687609752282864,68.65,35.37
Kepler-1770 b,2.841,8.45,16.84189987,699.0,5602.0,0.94,1.01,0.1,-0.5351324837660125,0.47601157683362766,1.0469217959330122,-0.16771837021282412,66.94,28.03
Kepler-1771 b,4.055,15.5,88.64399719,391.0,5661.0,0.94,0.93,0.0,-1.3070158415247042,-0.07918794875952677,0.9426489347306838,-0.17373140164365067,67.7,45.22
Kepler-376 c,1.79,3.86,14.172327,873.0,5900.0,0.97,1.18,-0.104,-0.09906850892831001,-0.6565954553764073,1.2047064698355232,-0.15861950985224044,44.49,19.0
Kepler-1103 b,2.27,5.77,19.79191978,736.0,6092.0,1.11,1.15,-0.01,-0.44240623624305275,-0.1347079013188422,1.11975780628384,-0.16351818605670207,54.77,23.08
Kepler-1107 b,1.34,2.36,0.57103852,1897.0,5268.0,0.86,0.82,0.01,2.467193044139548,-0.023667996200211323,1.314323902873691,-0.152298276670137,46.64,15.34
Kepler-111 c,7.084,222.47988,224.77833,352.2,5914.0,1.12,1.15,0.237,-1.4042530956839159,1.236634926896249,4.433366513191226,0.027565410138408568,82.9,57.94
Kepler-1510 b,3.36,11.2,84.703921,537.0,6200.0,1.19,1.28,0.04,-0.941123081028701,0.142891861477735,0.9920634920634922,-0.17088184632353712,67.58,35.19
Kepler-768 b,1.79,3.86,11.3910025,618.0,5108.0,0.82,0.78,-0.03,-0.7381277823973568,-0.2457478064374731,1.2047064698355232,-0.15861950985224044,46.83,19.54
Kepler-769 c,1.79,3.86,15.9870174,803.0,6186.0,1.19,1.28,0.06,-0.27449654478255814,0.25393176659636585,1.2047064698355232,-0.15861950985224044,53.14,18.97
Kepler-1916 b,2.618,7.35,31.25429916,635.0,6246.0,1.18,1.09,0.07,-0.6955238308327536,0.3094517191556813,1.0723783922903145,-0.16625038216441615,62.49,26.87
Kepler-1917 b,1.89,4.23,12.90240002,675.0,5530.0,0.88,0.79,-0.22,-0.5952792389160404,-1.3006269050644663,1.184177374653565,-0.15980334707654004,37.81,20.09
Kepler-1918 b,2.298,5.89,47.0564003,497.0,5889.0,0.97,0.92,-0.16,-1.0413676729454142,-0.9675071897085737,1.11536046405055,-0.16377176456942333,44.03,25.59
Kepler-1213 b,1.19,1.81,5.34982412,1156.0,6050.0,1.14,1.21,0.13,0.610161978882436,0.642571434511574,1.2781583221523904,-0.1543838123606683,51.08,14.8
Kepler-1219 b,2.12,5.14,16.10467749,1159.0,5944.0,1.25,1.94,0.05,0.6176803232761894,0.19841181403705044,1.1436454254182982,-0.16214067513960545,57.69,21.77
Kepler-127 b,1.4,2.54,14.435889,884.0,6106.0,1.25,1.36,0.214,-0.07150124615121388,1.1089390360098237,1.295918367346939,-0.15335965603910634,56.97,16.59
Kepler-1285 b,0.97,0.871,14.7967458,874.0,6170.0,1.2,1.28,0.16,-0.09656239413039218,0.8091312921895204,0.9257094271442236,-0.17470824058683904,49.35,13.07
Kepler-129 d,12.6,2637.97578,2646.0,912.5307146386988,5770.0,1.18,1.65,0.29,0.0,1.5308906754606209,16.61612358276644,0.7301000901002164,93.68,84.46
Kepler-104 b,3.1,19.6,11.427548,852.0,5711.0,0.82,1.35,-0.42,-0.15169691968458446,-2.4110259562507754,2.039542143600416,-0.11047761475085768,42.93,41.03
HAT-P-25 b,12.722,180.84527,3.65281514,1182.0,5519.0,1.01,0.92,0.294,0.6753209636282995,1.553098656484347,1.1173683659916591,-0.1636559762680121,94.89,40.99
K2-25 b,3.44,24.5,3.48456408,494.0,3207.0,0.26,0.29,0.15,-1.0488860173391676,0.7536113396302049,2.0703758788534343,-0.1086995469289109,72.71,41.54
Kepler-1050 c,1.48,2.79,21.1284569,935.0,6010.0,1.09,1.13,0.03,0.05631060854259546,0.08737190891841955,1.2737399561723888,-0.15463860323534367,48.2,18.21
Kepler-1051 b,3.4,11.5,25.96200249,850.0,6675.0,1.43,1.73,0.04,-0.1567091492804201,0.142891861477735,0.994809688581315,-0.17072348329612527,70.07,33.65
Kepler-106 c,2.5,10.44,13.5708,785.0,5858.0,1.0,1.04,-0.12,-0.31960661114507904,-0.745427379471312,1.6704,-0.13176468107202632,52.15,32.21
Kepler-1787 b,2.319,5.99,39.31370163,540.0,6060.0,1.01,0.93,-0.22,-0.9336047366349475,-1.3006269050644663,1.1138464502234295,-0.1638590721643642,42.38,25.5
Kepler-131 c,0.84,8.25,25.5169,615.0,5685.0,1.02,1.03,0.12,-0.7456461267911102,0.5870514819522584,11.692176870748302,0.4461542387858492,47.03,37.63
Kepler-1311 d,9.658,67.5,197.5110016,391.0,5616.0,1.03,1.67,0.04,-1.3070158415247042,0.142891861477735,0.7236513401100834,-0.18636018543787217,75.23,58.56
Kepler-132 c,1.28,2.18,6.414914,1069.0,6003.0,0.93,1.18,-0.216,0.39212999146358474,-1.2784189240407402,1.33056640625,-0.15136163138975534,32.69,15.26
Kepler-1338 b,0.92,0.721,0.93511806,2124.0,5909.0,1.04,1.05,0.0,3.0360811032668957,-0.07918794875952677,0.8518431001890359,-0.17896783930255292,41.75,12.01
Kepler-135 c,1.16,1.65,11.448708,975.0,6090.0,1.05,1.28,-0.105,0.15655520045930868,-0.6621474506323389,1.2262187871581451,-0.1573789738324237,37.21,14.82
K2-43 c,2.42,6.44,2.198884,1093.7,3840.6,0.56,0.56,0.014262971257932,0.45403102697215525,-3.3709117781417086e-16,1.099651663137764,-0.1646776331966004,58.95,23.5
K2-30 b,11.646,184.02357,4.098503,1092.0,5581.0,0.92,0.84,-0.15,0.4497706318156948,-0.9119872371492583,1.3568126377633578,-0.149848107993439,70.18,40.73
K2-321 b,2.051,4.86,2.2979749,830.0,3855.0,0.58,0.58,0.148,-0.20683144523877672,0.7425073491183418,1.1553270681008252,-0.16146703787863662,61.24,20.26
Kepler-1365 b,0.92,0.721,7.69993485,969.0,5770.0,1.0,1.05,0.03,0.14151851167180168,0.08737190891841955,0.8518431001890359,-0.17896783930255292,42.17,12.06
Kepler-1514 b,12.42,1678.1424,217.83184,387.9,6145.0,1.2,1.29,0.119,-1.3147847973982496,0.5814994866963269,10.87891588290664,0.39925647627151484,81.53,75.55
Kepler-1514 c,1.176,1.74,10.514181,1066.0,6145.0,1.2,1.29,0.119,0.3846116470698312,0.5814994866963269,1.2581563237539917,-0.1555372538569704,50.09,14.83
Kepler-107 e,2.903,14.1,14.749143,955.0,5854.0,1.24,1.45,0.321,0.10643290450095207,1.7030025283944987,1.6731121036133405,-0.1316082840567087,81.79,35.66
Kepler-153 b,2.92,8.85,18.870227,621.0,5404.0,0.76,0.89,-0.27,-0.7306094380036032,-1.578226667861044,1.0379527115781573,-0.16823558423677643,46.79,29.3
Kepler-1812 b,2.325,6.01,7.16521978,1034.0,6174.0,1.16,1.1,0.1,0.30441597353646066,0.47601157683362766,1.111804832928662,-0.16397680470590575,62.85,23.08
Kepler-1818 b,1.714,3.58,4.64490986,1209.0,6047.0,1.02,1.13,-0.08,0.7429860631720809,-0.5233475692340503,1.2186006107980267,-0.15781828597338515,45.98,18.03
Kepler-1821 b,2.592,7.24,16.45809937,644.0,5475.0,0.95,0.88,0.14,-0.6729687976514931,0.6980913870708896,1.0776272671848803,-0.16594769890288888,66.16,26.18
Kepler-1825 b,1.422,2.61,1.02586997,1520.0,5123.0,0.83,0.85,0.14,1.5223877653245261,0.6980913870708896,1.2907475653830405,-0.15365783712259237,54.77,16.0
Kepler-1826 b,1.475,2.78,1.61536002,806.0,3821.0,0.49,0.49,-0.28,-0.26697820038880465,-1.6337466204203592,1.2777937374317725,-0.15440483661721022,30.91,16.49
Kepler-1082 b,1.12,1.46,1.5432066,1827.0,5923.0,1.03,1.14,-0.06,2.2917650082853,-0.4123076641154194,1.1639030612244896,-0.16097249197658178,39.93,13.96
Kepler-1085 b,7.22,41.2,219.3217528,313.0,6000.0,1.11,1.14,0.08,-1.5024927957622949,0.3649716717149967,0.7903561206559189,-0.18251356669754423,74.92,62.14
Kepler-1533 b,3.46,11.8,308.5471,330.0,6431.0,1.31,1.51,0.03,-1.4598888441976918,0.08737190891841955,0.985666076380768,-0.17125076169741987,63.56,52.18
Kepler-1535 b,2.55,7.04,138.9442,384.0,6021.0,1.08,1.11,0.0,-1.324558645110129,-0.07918794875952677,1.0826605151864668,-0.16565745004922064,54.06,31.31
TOI-1136 d,4.627,8.35,12.5199,843.0,5770.0,1.02,0.97,0.07,-0.1742519528658449,0.3094517191556813,0.3900205375006148,-0.2055994436614474,76.51,27.22
TOI-1136 g,2.53,5.6,39.545,574.0,5770.0,1.02,0.97,0.07,-0.8483968335057412,0.3094517191556813,0.8748769704260339,-0.17763956093643138,60.68,24.46
TOI-1231 b,3.65,15.4,24.245586,329.6,3553.0,0.49,0.48,0.041,-1.460891290116859,0.14844385673366656,1.155939200600488,-0.16143173845443495,65.86,42.37
K2-72 c,1.16,1.65,15.189034,912.5307146386988,3360.47,0.27,0.33,0.014262971257932,0.0,-3.3709117781417086e-16,1.2262187871581451,-0.1573789738324237,43.81,16.04
TIC 393818343 b,12.184,1379.37529,16.24921,805.5,5756.0,1.08,1.09,0.318,-0.2682312577877636,1.6863465426267041,9.291860074286634,0.3077368195778055,95.0,56.62
TOI-5005 b,6.25,32.7,6.3085044,1040.0,5749.0,0.97,0.93,0.15,0.31945266232396763,0.7536113396302049,0.8371200000000001,-0.17981686620346532,85.8,40.05
Gl 686 b,2.46,6.624,15.53,379.0,3656.0,0.43,0.43,-0.23,-1.3370892190997181,-1.3561468576237818,1.094586555621654,-0.16496971927099885,40.23,26.54
HIP 8152 b,2.536,8.9,10.751014,794.961215528,5618.0,0.94,0.96,0.007,-0.2946426615051093,-0.040323981968005955,1.3838579346993205,-0.14828850544051367,59.18,29.03
WASP-99 b,11.433,772.3269,5.75251,1480.0,6150.0,1.21,1.64,0.21,1.422143173407813,1.0867310549860976,5.908547816361936,0.11263367660633813,89.78,57.28
WASP-87 b,15.524,692.8694,1.682795,2049.53942472,6450.0,1.2,1.63,0.014262971257932,2.8494743536962135,-3.3709117781417086e-16,2.8750414698129974,-0.06229744925983488,79.88,42.2
TOI-4914 b,12.87,227.0,10.60057,894.0,5805.0,1.03,1.0,-0.13,-0.04644009817203558,-0.8009473320306274,1.3704675709337717,-0.149060678345947,70.95,46.9
HIP 8152 c,2.524,10.7,19.60562,650.683853476,5618.0,0.94,0.96,0.007,-0.6562182935481751,-0.040323981968005955,1.6795969469636651,-0.13123432705159854,58.13,32.34
HATS-60 b,12.924,210.40346,3.560829,1528.0,5688.0,1.1,1.46,0.335,1.5424366837078687,1.7807304619775406,1.2596763585434012,-0.15544959905533476,97.61,40.79
BD-17 63 b,12.8,1639.99458,655.57,912.5307146386988,4714.0,0.74,0.74,-0.03,0.0,-0.2457478064374731,10.009732543945312,0.34913387796490486,76.01,75.95
TOI-2768 b,2.63,7.41,1.50801,855.0,4008.0,0.63,0.66,0.014262971257932,-0.14417857529083095,-3.3709117781417086e-16,1.0712891613294977,-0.16631319409771594,60.87,25.08
TIC 241249530 b,13.294,1582.78547,165.7719,912.5307146386988,6166.0,1.27,1.4,0.09,0.0,0.42049162427431214,8.955930318646415,0.28836498920964254,82.69,74.72
HAT-P-70 b,20.961,2154.8874,2.74432452,2562.0,8450.0,1.89,1.86,-0.059,4.133759384754905,-0.4067556688594879,4.904566030187109,0.05473774887752482,75.72,45.34
HAT-P-32 b,22.194,216.1244,2.1500082,1835.7,6001.0,1.13,1.37,-0.16,2.3135682070271852,-0.9675071897085737,0.4387656671093132,-0.20278849176987054,69.73,40.48
psi1 Dra B b,13.5,486.2799,3117.0,912.5307146386988,6212.0,1.19,1.26,0.01,0.0,-0.023667996200211323,2.6682024691358026,-0.07422509177248657,78.24,66.68
TOI-1749 d,2.52,15.0,9.0497,533.0,3985.0,0.58,0.55,-0.26,-0.9511475402203723,-1.5227067153017284,2.3620559334845046,-0.09187943366052523,42.13,38.72
TOI-2025 b,11.893,1144.18227,8.8720982,1166.0,5977.0,1.2,1.46,0.15,0.6352231268616142,0.7536113396302049,8.089326710351923,0.23839115445861056,87.09,48.64
WASP-67 b,12.89,136.6669,4.61442,1003.0,5200.0,0.91,0.88,-0.07,0.22672641480100791,-0.4678276166747349,0.8225409128142225,-0.1806575884054843,74.24,40.03
TOI-1749 b,1.39,57.0,2.38839,831.0,3985.0,0.58,0.55,-0.26,-0.20432533044085888,-1.5227067153017284,29.50157859324052,1.4731567693270409,34.78,72.73
HD 114783 b,13.7,349.6,493.7,912.5307146386988,5135.0,0.85,0.84,0.21,0.0,1.0867310549860976,1.8626458522031013,-0.12067857162404406,89.29,62.24
HD 16905 b,12.4,3591.461,10256.0,912.5307146386988,4866.12,0.85,0.77,0.24,0.0,1.253290912664044,23.35757674297606,1.118854836775184,91.07,90.71
HD 221420 b,12.0,6992.22495,10066.0,912.5307146386988,5847.0,1.34,1.95,0.33,0.0,1.7529704856978827,48.55711770833333,2.5720194485438905,93.13,119.93
KMT-2022-BLG-0371L b,10.9,82.63539,,912.5307146386988,5412.3924897449615,0.63,,0.014262971257932,0.0,-3.3709117781417086e-16,0.6955255449877956,-0.18798209633719185,78.78,47.2
WASP-59 b,8.687,274.276,7.919585,670.0,4302.0,0.72,0.61,-0.15,-0.6078098129056295,-0.9119872371492583,3.634529214862792,-0.018500591384700643,68.33,44.02
TYC 2187-512-1 b,12.5,104.88337,691.9,912.5307146386988,3734.0,0.5,0.5,0.08,0.0,0.3649716717149967,0.671253568,-0.18938177175448687,81.59,58.51
USco1621 b,12.2,5085.28,,2270.0,3460.0,0.36,0.71,0.014262971257932,3.401973863762899,-3.3709117781417086e-16,34.16608438591777,1.7421416194331238,79.21,101.75
Kepler-1287 b,1.54,2.99,11.47685909,796.0,5715.0,0.96,0.94,-0.05,-0.29203934836798295,-0.356787711556104,1.260752234778209,-0.15538755723984238,44.59,17.62
Kepler-25 b,2.748,8.7,6.238297,1185.0,6354.0,1.17,1.34,-0.04,0.6828393080220531,-0.30126775899678854,1.152088378685888,-0.1616538011555061,59.7,27.97
TrES-1 b,12.666,266.9772,3.03007,1140.0,5230.0,1.04,0.85,0.02,0.5700641421157506,0.031851956359104115,1.664160488737982,-0.1321244906801919,79.65,41.02
HAT-P-58 b,14.93,118.23217,4.0138379,1622.0,6078.0,1.03,1.53,-0.224,1.7780114747121447,-1.3228348860881927,0.5304153026694344,-0.19750339521749455,67.08,40.04
TOI-150.01,14.067,797.7533,5.857487,1404.5,6255.0,1.35,1.53,0.28,1.2329315061650168,1.4753707229013056,4.03149044168776,0.004390698891552828,94.13,44.11
GPX-1 b,16.477,6261.21962,1.744579,2300.0,7000.0,1.68,1.56,0.35,3.4771573077004336,1.8640103908165133,23.06230195491661,1.1018274284844785,96.25,70.66
HD 205158 b,13.9,124.58874,25.33798,912.5307146386988,6133.55,1.16,1.88,0.014262971257932,0.0,-3.3709117781417086e-16,0.6448358780601418,-0.19090518252605826,78.95,43.2
TOI-2458 b,2.83,13.31,3.73659,1509.4,6005.0,1.05,1.31,-0.1,1.4958229484665975,-0.6343874743526812,1.6619011349873265,-0.132254779280307,55.39,35.45
WASP-156 b,6.028,41.8,3.8361623,934.498327568,4987.0,0.87,0.83,0.305,0.05505335983705292,1.614170604299594,1.1503494640582392,-0.16175407795035962,94.19,40.89
TOI-1723 b,3.435,10.4,13.72701264,782.984615214,5743.0,1.04,1.09,0.159,-0.3246573967807722,0.8035792969335888,0.8814138216704911,-0.17726260482783002,76.42,31.13
WASP-166 b,7.062,32.10083,5.44354,1270.0,6050.0,1.19,1.29,0.19,0.8958590658450686,0.9756911498674666,0.6436663942083233,-0.19097262234767381,88.72,40.03
K2-13 b,1.89,4.23,39.91488,511.0,5698.0,0.8,0.78,-0.54,-1.0062820657745646,-3.077265386962561,1.184177374653565,-0.15980334707654004,18.43,22.44
Kepler-1289 b,1.52,2.92,7.99019627,1113.0,6080.0,1.1,1.17,0.02,0.5023990425719692,0.031851956359104115,1.2638504155124652,-0.1552088965805044,48.89,17.12
MOA-2008-BLG-310L b,5.18,23.4,,912.5307146386988,5412.3924897449615,0.21,,0.014262971257932,0.0,-3.3709117781417086e-16,0.8720800226591733,-0.1778008506012453,76.95,42.13
HD 5278 c,4.49,18.4,40.87,912.5307146386988,6203.0,1.13,1.19,-0.12,0.0,-0.745427379471312,0.9126938854469966,-0.17545879888563548,66.5,41.39
WASP-96 b,13.45,152.55,3.4252602,1285.0,5540.0,1.06,1.05,0.14,0.9334507878138361,0.6980913870708896,0.8432719282486424,-0.1794621071847452,86.72,40.08
K2-250 b,2.713,7.81,4.01392,1003.0,5172.0,0.8,0.81,-0.02,0.22672641480100791,-0.19022785387815766,1.0610881057729578,-0.16690145135834739,60.92,26.15
Kepler-112 c,2.4,6.35,28.574263,538.0,5544.0,0.78,0.84,-0.522,-0.9386169662307832,-2.977329472355793,1.1024305555555556,-0.1645173847171936,26.46,24.42
Kepler-11 b,1.8,1.9,10.3039,849.0,5663.0,0.96,1.06,0.05,-0.15921526407833794,0.19841181403705044,0.5864197530864197,-0.19427382506145882,52.38,15.58
Kepler-1126 c,1.45,2.7,199.66876,305.0,5678.0,0.79,0.92,-0.4,-1.5225417141456377,-2.2999860511321444,1.2841854934601666,-0.1540362476147244,18.24,31.11
Kepler-1130 b,0.8,0.437,5.45298175,904.0,5403.0,0.9,0.81,-0.06,-0.021378950192857276,-0.4123076641154194,0.6828124999999998,-0.18871521076612074,36.26,11.47
Kepler-1130 d,0.645,0.202,4.27225018,981.0,5450.0,0.94,0.84,0.1,0.17159188924681565,0.47601157683362766,0.4855477435250285,-0.2000907419177667,44.42,11.13
K2-287 b,9.494,100.11645,14.893291,804.0,5695.0,1.06,1.07,0.2,-0.2719904299846403,1.0312111024267823,1.1107261251204792,-0.16403900980779407,87.85,41.32
Gliese 12 b,0.958,3.87,12.761408,314.6,3296.0,0.24,0.26,-0.32,-1.4984830120856263,-1.855826430657621,4.216770324397122,0.015075106563741723,18.98,23.39
HATS-61 b,13.395,1080.622,7.817953,1226.1,5542.0,1.08,1.66,0.247,0.7858406262164757,1.2921548794555646,6.022660313630646,0.11921412356842398,91.88,47.51
HD 73344 b,2.884,10.48,15.611,911.0,6252.6,1.2,1.22,0.143,-0.0038361466074324636,0.7147473728386841,1.260000654046141,-0.1554308981294336,71.37,30.26
TOI-6016 b,13.675,371.85924,4.023687,1890.0,6110.0,1.31,1.51,0.28,2.4496502405541234,1.4753707229013056,1.9884922712886308,-0.11342147265607828,94.92,41.69
TOI-6054.02,2.864,8.57,12.57499803,1028.00641636,6112.0,1.15,1.61,0.014262971257932,0.28939536488369844,-3.3709117781417086e-16,1.04480392309853,-0.1678405001301717,64.2,30.9
HD 73344 c,13.5,118.55,65.94,912.5307146386988,6148.0,1.19,1.22,0.16,0.0,0.8091312921895204,0.650480109739369,-0.19057970049651843,86.71,50.08
HD 73344 d,13.2,810.46244,5823.0,912.5307146386988,6148.0,1.19,1.22,0.16,0.0,0.8091312921895204,4.651414370982553,0.04013942611155389,86.62,70.4
K2-271 b,7.28,41.8,8.562421,893.0,5644.0,0.83,0.99,-0.3,-0.048946212969953405,-1.74478652553899,0.7887030551865716,-0.18260889288798135,61.12,42.99
HD 38529 b,14.1,206.58846,14.3099,912.5307146386988,5567.0,1.53,2.86,0.51,0.0,2.752329631765561,1.0391250943111514,-0.16816797724737223,103.98,45.6
XO-3 b,15.805,2316.9807,3.19154,1729.0,6781.0,1.21,1.41,-0.18,2.046165758089353,-1.0785470948272047,9.275416408916763,0.30678857402697934,68.51,51.75
GJ 9827 b,1.44,4.28,1.208974,1035.01,4236.0,0.61,0.6,-0.29,0.30694714948235763,-1.6892665729796745,2.0640432098765435,-0.10906472859900221,31.37,19.51
TOI-4504 c,11.097,1197.32317,82.97213,182.802195726,5315.0,0.89,0.92,0.16,-1.8287834397097755,0.8091312921895204,9.72299841073914,0.33259897774850017,78.91,62.91
KMT-2023-BLG-1743L b,12.1,6356.56814,,912.5307146386988,5412.3924897449615,0.11,,0.014262971257932,0.0,-3.3709117781417086e-16,43.41621569564921,2.2755625849973216,79.77,113.7
K2-275 b,2.34,6.08,3.2809626,1166.0,4841.0,0.77,0.69,-0.06,0.6352231268616142,-0.4123076641154194,1.110380597560085,-0.16405893510817343,53.92,23.05
WASP-169 b,14.617,178.30263,5.6114118,1604.0,6110.0,1.34,2.01,0.06,1.732901408349624,0.25393176659636585,0.8345286582626017,-0.17996629932667033,81.67,40.09
Kepler-1020 b,2.28,5.82,96.9151496,325.0,5227.0,0.87,0.8,0.0,-1.472419418187281,-0.07918794875952677,1.1195752539242845,-0.16352871317817091,50.08,33.81
Kepler-1047 c,0.99,0.937,3.18897601,1309.0,5754.0,1.08,1.13,0.29,0.9935975429638639,1.5308906754606209,0.956024895418835,-0.1729600593105839,57.85,12.83
Kepler-1067 b,0.8,0.437,0.76212926,1872.0,5592.0,0.95,0.93,0.03,2.4045401741916024,0.08737190891841955,0.6828124999999998,-0.18871521076612074,42.27,11.28
Kepler-1068 b,3.63,12.8,16.92344113,702.0,5806.0,1.01,1.01,0.03,-0.527614139372259,0.08737190891841955,0.9713969142969896,-0.17207361166156188,70.13,34.45
Kepler-1069 b,1.6,3.19,23.8990296,823.0,5722.0,0.99,0.98,0.04,-0.2243742488242015,0.142891861477735,1.2460937499999998,-0.15623285800826225,49.81,18.67
Kepler-351 b,3.06,4.8,37.054919,498.0,5643.0,0.81,0.85,-0.16,-1.0388615581474963,-0.9675071897085737,0.5126233499935922,-0.19852939152585353,51.47,21.27
MOA-2012-BLG-505L b,2.48,6.7,,912.5307146386988,5412.3924897449615,0.1,,0.014262971257932,0.0,-3.3709117781417086e-16,1.0893600416233091,-0.16527111306209014,58.94,24.25
Kepler-298 b,1.96,4.5,10.475464,540.0,4465.0,0.66,0.58,-0.21,-0.9336047366349475,-1.245106952505151,1.171386922115785,-0.16054092531345956,37.79,20.24
NY Vir b,13.3,730.978,3160.0,912.5307146386988,32780.0,0.46,0.15,0.014262971257932,0.0,-3.3709117781417086e-16,4.132387359375882,0.010209052107688125,78.99,69.9
NY Vir c,12.8,1760.7782,8799.0,912.5307146386988,32780.0,0.46,0.15,0.014262971257932,0.0,-3.3709117781417086e-16,10.746937255859372,0.3916457554810621,78.9,77.81
MOA-2011-BLG-322L b,12.4,3690.0,,912.5307146386988,5412.3924897449615,0.39,,0.014262971257932,0.0,-3.3709117781417086e-16,23.998439125910508,1.1558110074123542,79.4,92.09
MOA-2015-BLG-337L b,6.42,33.7,,912.5307146386988,5412.3924897449615,0.01,,0.014262971257932,0.0,-3.3709117781417086e-16,0.8176356984113121,-0.18094045403360215,77.65,49.22
OGLE-2011-BLG-0265L b,13.9,280.0,,912.5307146386988,5412.3924897449615,0.21,,0.014262971257932,0.0,-3.3709117781417086e-16,1.449200351948657,-0.14452044916819126,78.82,58.14
MOA-2012-BLG-006L b,12.6,2700.0,,912.5307146386988,5412.3924897449615,0.49,,0.014262971257932,0.0,-3.3709117781417086e-16,17.006802721088437,0.7526291154958091,78.49,83.96
